vacuum,power
77.54,433.4
63.13,443.51
43.69,470.04
35.19,484.03
37.2,471.24
75.6,442.2
40.75,470.48
70.02,437.82
78.92,430.98
38.68,482.97
49.3,438.17
69.04,441.15
44.37,429.81
73.21,430.2
41.48,456.04
58.69,435.96
69.71,440.14
65.12,447.46
60.07,451.5
76.09,438.28
75.23,439.33
49.16,441.2
57.5,452.28
40.64,477.79
50.66,455.86
70.83,444.39
74.16,434.61
49.15,461.78
67.83,427.84
58.46,447.16
69.14,437.75
71.32,431.37
65.06,444.6
41.01,465.9
39.64,479.69
71.25,431.18
45.51,470.46
43.7,476.04
46.93,446.3
75.08,438.89
71.32,435.7
38.58,460.54
41.2,478.34
34.69,478.88
60.77,447.85
58.79,447.07
40.71,474.7
77.95,430.87
74.33,428.62
41.17,488.57
69.71,437.52
44.78,464.54
40.77,465.61
60.1,452.57
37.14,474.74
40.64,475.65
63.94,441.57
39.42,475.55
58.46,448.39
43.65,479.15
52.72,468.01
58.79,439.2
40.07,494.3
67.45,431.35
39.39,469.67
73.77,430.32
39.99,465.25
67.69,425.35
43.34,460.02
66.86,455.72
39.82,470.19
40.77,482.9
72.58,425.71
69.98,431.99
40.77,480.82
75.33,432.65
41.44,479.63
64.69,437.94
68.94,429.25
67.25,435.02
69.68,438.68
73.42,434.95
40.35,484.19
73.17,432.07
60.84,443.89
43.67,467.82
70.17,433.92
56.24,429.34
65.27,445.67
47.43,439.4
39.54,471.16
60.27,441.85
42.49,481.46
77.95,430.15
73.42,435.93
42.44,481.29
61.08,446.05
61.27,455.2
59.87,444.89
60.29,449.79
68.14,431.27
50.32,449.59
74.78,434.2
69.84,430.3
67.32,439.81
62.66,438.45
63.09,447.45
60.27,438.24
54.3,463.75
67.45,438.99
50.88,456.18
53.16,458.49
71.98,432.88
48.98,454.06
64.45,458.97
43.77,440.95
69.13,426.18
65.34,443.6
67.9,445.22
69.23,435.06
63.07,445.02
43.52,481.93
44.58,477.56
73.21,430.87
45.51,469.83
45.01,456.12
66.48,432.95
40,460.42
43.56,482.52
53.16,458.47
37.92,472.9
73.77,432
43.69,477.3
66.48,432.89
42.07,471.6
40.8,475.59
67.07,446.05
38.52,455.5
41.26,462.25
58.05,447.16
41.58,463.03
50.12,449.44
66.54,437.07
74.22,441.66
73.5,433.44
44.89,450.39
59.04,445.37
71.14,460.02
63.91,444.9
77.95,436.94
71.32,435.89
41.62,455.52
41.4,479.68
69.13,425.21
46.48,450.74
43.65,485.96
67.25,436.5
66.54,433.86
71.73,430.79
64.27,439.11
41.82,479.4
63.07,442.87
64.05,439.09
45.01,467.18
74.16,430.37
74.99,432.79
58.12,448.91
58.82,443.86
44.63,473.23
68.67,430.35
40.81,478.23
70.04,430.2
42.34,470.91
39.4,483.77
45.61,456.85
45.61,454.92
35.47,486.86
38.73,469.18
49.16,443.55
59.87,441.2
39.66,482.99
41.26,462.46
69.05,440.97
58.33,439.28
67.45,447.64
65.46,446.26
40.62,482.1
69.51,433.89
43.56,479.64
44.06,456.32
68.51,432.51
49.02,444.22
74.34,432.22
39.99,463.69
74.33,437.27
59.39,439.33
75.6,436.89
47.83,454.47
40,479.58
39.33,492.39
54.42,454.68
74.9,434.93
46.97,459.39
63.56,444.39
58.62,448.09
63.73,448.56
62.52,451.86
45.09,458.94
41.54,483.82
41.79,461.37
71.94,427.41
38.5,490.84
42.07,466.05
41.4,475.49
69.98,431.11
39.61,489.6
49.02,443.31
65.59,442.71
66.86,451.44
69.89,426.79
48.6,440.06
49.15,457.54
58.66,451.96
44.58,478.53
73.18,436.33
40.71,465.74
34.69,477.68
41.17,490.23
57.19,435.57
62.4,442.2
39.96,470.81
63.73,440.81
68.67,441.53
68.3,436.81
45,482.34
48.98,454.5
61.47,447.27
61.87,442.72
69.68,449.54
58.46,449.32
42.32,470.44
76.09,433.34
43.72,453.94
56.65,457.01
39.37,483.82
41.14,469.04
41.4,467.4
39.35,471.11
43.13,468.45
59.8,453.81
40.81,474.71
39.39,478.51
39.96,473.51
41.35,468.64
44.9,458.1
65.06,439.81
44.03,463.96
43.65,486.08
40.02,478.81
60.07,453.49
67.32,433.02
64.45,451.37
43.02,467.16
40.78,468.5
38.01,461.54
45.09,458.46
73.17,437.06
39.64,480.29
37.49,483.12
64.44,438.09
42.85,479.8
69.48,430.75
60.84,440.76
41.44,473.17
77.95,434.97
43.22,469.55
60.32,447.73
58.79,446.71
37.7,479.16
36.24,483.06
59.8,452.99
43.67,473.02
62.08,449.11
44.63,458.75
71.14,463.22
50.12,444.56
44.9,464.86
70.47,434.02
41.54,476.4
37.5,474.16
50.59,463.35
65.74,438.24
70.36,438.71
39.48,484.26
70.02,443.27
41.5,473.68
47.83,454.21
36.99,466.24
58.33,448.72
41.26,465.78
62.91,446.05
43.41,467.56
68.24,430.9
77.54,433.21
71.85,429.57
64.15,453.13
44.57,448.91
40.12,457.81
41.04,457.49
48.41,444.01
66.05,443.75
39.16,463.2
38.28,469.23
52.9,460.84
66.54,440.88
69.71,440.16
43.14,461.27
66.44,427.55
62.1,453.5
67.83,426.55
62.39,437.01
39.16,484.34
36.71,477.62
63.94,443.58
40.64,469.65
50.05,440.22
47.01,455.39
58.95,441.4
39.96,468
35.76,474.31
40.81,476.32
68.31,441.76
60.32,445
40.11,460.72
66.54,432.41
72.29,430.98
63.31,439.15
38.25,473.31
70.47,441.87
45.87,481.6
69.14,436.59
66.49,436.39
50.16,453.29
61.47,435.35
41.17,474.4
35.4,467.95
35.76,473.74
50.16,451.38
42.85,482.22
43.43,451.08
40.6,473.84
43.69,475.36
71.32,434.68
44.34,467.72
40.12,451.79
58.9,438.49
43.13,485.6
66.54,438.08
40.07,488.02
70.04,431.7
39.61,471.86
40.77,473.73
69.88,432.25
39.18,474.49
40.69,476.75
41.79,461.12
63.77,443.65
69.71,438.6
41.01,474.52
40.78,462.3
71.97,430.16
65.48,447.14
56.57,444.61
71.85,427.67
57.5,446.96
40.27,474.68
66.56,427.35
44.6,468.67
40.92,476.02
38.78,474.57
63.86,450.64
65.12,442.54
75.23,434.1
42.32,466.15
35.77,481.44
40.89,465.73
37.83,472.62
66.54,440.8
41.78,465.87
40.8,476.88
58.86,445.17
61.27,447.95
71.85,426.07
57.5,447.3
71.77,427.39
57.5,449.98
77.3,438.43
66.75,431.23
41.26,472.54
44.89,458.09
49.15,465.62
73.67,431.57
64.45,447.16
48.04,468.37
40.22,478.02
69.13,425.75
40.73,458.99
41.35,464.03
43.52,478.38
61.5,440.13
42.86,471.17
71.58,430.47
58.33,452.28
39.54,468.82
71.58,432.26
40.78,456.71
52.3,442.76
40.92,471.71
43.99,467.57
40.02,481.38
69.51,435.04
42.34,465.44
51.19,446.17
73.88,440.28
74.22,430.72
40.55,474.8
39.04,479.53
44.34,468.8
63.91,440.64
76.2,432.22
67.25,438.62
62.39,452.31
38.44,490.78
44.9,453.09
65.18,436.39
44.47,467.15
61.47,445.65
39.37,487.94
37.5,474.24
72.99,433.25
41.26,462.87
42.99,469.23
34.69,482.15
73.17,434.85
69.51,444.17
58.46,441.88
73.17,434.94
62.26,436.36
60.1,450.32
40.81,474.73
66.54,431.33
67.69,433.02
49.64,454.67
60.37,440.64
38.52,454.6
44.68,478.66
41.58,464.45
47.43,445.36
71.94,432.26
61.86,439.72
40.24,469.59
74.99,435.43
52.36,453.08
61.87,444.03
49.15,456.92
65.46,448.67
63.21,441.23
38.91,470.39
45.51,475.77
68.08,430.93
39.18,484.65
58.12,453.28
64.05,447.44
66.05,444.35
50.23,454.42
38.91,479.17
39.82,477.99
41.26,475.96
58.62,450.23
65.18,438.17
59.92,437.9
59.92,437.85
47.83,455.19
41.26,483.61
65.46,446.19
43.7,470.88
53.82,467.08
40.72,484.29
36.25,483.77
41.62,462.84
72.86,433.84
70.4,432.85
62.7,441.67
41.06,486.4
69.59,431.37
66.56,426.79
41.17,479.78
72.39,432.02
44.88,461.2
59.14,450.06
68.08,434.54
44.34,468.8
40.81,474.64
52.9,461.15
57.43,445.41
54.2,444.78
41.14,481.49
49.16,443.02
39.42,474.44
42.86,468.4
50.32,448.4
40.8,475.89
70.04,430.26
54.42,456.84
56.89,452.64
40.71,487.79
66.05,441.16
43.14,477.02
43.65,485.8
60.1,451.95
40.73,458.82
44.89,445.11
71.98,432.47
69.04,442.48
40.62,483.13
57.76,454.62
43.65,480.74
44.3,444
66.86,454.46
40,471.32
43.96,466.36
70.79,430.07
66.86,451.89
78.05,434.29
41.23,464.85
67.45,436.47
75.23,436.67
66.75,432.03
65.46,448.83
49.83,467.1
65.59,441.8
74.16,431.47
58.18,444.12
71.25,430.94
41.67,462.86
74.34,433.94
60.23,444.98
59.39,450.14
41.26,473.6
63.09,442.79
62.96,444.81
50.59,459.6
44.47,465.22
69.51,429.29
66.05,439.47
44.6,468.47
68.3,430.07
75.6,438.24
48.6,438.61
43.67,463.81
69.89,430.33
71.06,432.14
58.41,447.85
73.5,435.22
56.65,457.55
71.32,437.92
67.69,432.64
41.16,463.39
66.05,442.22
42.86,465.36
41.58,462.28
39.28,477.71
41.74,480.84
59.21,447.67
38.25,469.29
38.06,483.8
58.96,452.03
40.56,469.33
46.93,453.87
41.14,477.45
66.54,439.67
43.21,433.31
41.7,454.14
69.71,444.39
70.98,432.96
64.44,448.61
57.25,453.03
63.94,447.74
70.8,432.33
41.35,466.14
43.56,465.03
44,462.87
41.23,456.32
34.03,474.18
38.06,482.78
72.99,431.83
56.89,441.51
69.23,436.36
54.5,467.76
66.48,433.83
51.43,437.93
44.06,453.72
41.23,467.11
57.5,451.7
63.73,441.9
37.5,474.08
44.92,462.64
34.69,480.87
45.87,481.88
69.88,434.32
36.66,480.74
46.21,449.08
51.43,456.25
68.12,436.95
71.8,435.4
75.08,439.14
39.99,466.2
43.56,482.55
36.71,471.46
50.32,442.44
43.14,457.59
25.36,470.96
74.9,434.66
50.16,452.06
70.47,434.24
38.91,479.96
68.63,447.12
59.43,441.24
60.23,438.95
42.03,467.6
71.64,436.31
73.18,437.01
49.21,448.73
60.84,442.36
45.87,449.54
44.84,464.58
61.02,437.06
47.83,454.35
68.14,428.87
41.93,467.48
44.6,461.07
64.44,439.3
40,462.1
54.5,451.52
69.94,447.06
45,481.83
58.16,452.71
45,471
48.7,449.57
62.1,453.01
71.14,430.55
38.16,475.51
73.18,431.36
57.85,445.37
48.14,456.57
62.1,453.3
56.85,439.55
41.82,478.61
62.96,443.48
50.78,445.03
40.12,459.13
48.06,445.1
59.57,445.59
49.02,438.92
63.87,442.71
71.77,429.27
67.07,435.57
62.44,448.13
68.51,441.61
43.71,463.34
66.51,432.59
59.57,439.44
37.87,465.28
42.03,477.26
69.14,436.89
38.38,477.73
44.85,476.87
70.79,428.5
65.94,442.39
48.41,442.12
69.84,436.75
44.58,460.2
40.22,476.69
42.86,471.73
75.6,443.2
42.86,468.88
41.55,475.91
60.1,456.25
66.54,436.69
48.92,443.12
58.86,443.79
42.49,479.64
52.9,463.93
61.27,448.51
44.21,468.64
48.41,447.35
75.6,440.05
54.42,450.48
41.66,467.06
41.58,464.81
69.04,440.85
62.44,438.67
35.4,468.18
73.21,435.94
41.62,461.08
42.99,470.68
41.14,464.07
41.2,467.01
72.86,439.43
63.31,439.98
71.32,432.41
44.71,459.85
61.5,450.92
65.38,453.58
70.32,434.45
43.41,466.06
40.35,475.42
52.3,447.06
51.43,439.01
63.47,445.87
73.21,433.53
41.54,477.75
25.88,464.11
41.01,469.11
50.78,443.8
60.07,452.89
44.2,465.57
69.82,437.62
79.74,434.77
40.24,469.25
65.27,437.45
66.56,434.88
41.16,464.93
58.49,460.48
36.71,466.07
42.86,467.47
45.87,468.14
41.17,489.62
41.16,471.82
72.58,431.18
58.2,458.51
56.85,440.01
36.3,478.95
51.3,452.7
76.2,435.64
50.78,444.7
41.16,477.8
40.05,474.2
64.79,440.53
42.24,469.13
69.59,437.95
68.08,432.07
40.66,457.53
67.83,425.75
40.92,462.07
45.38,459.45
69.75,438.17
43.52,473.64
62.96,455.22
52.05,455.02
38.68,483.88
70.94,431.84
43.13,474.88
43.52,467.55
69.68,437.35
40.67,491.1
36.71,465.85
41.74,473.44
78.11,435.71
64.63,451.02
41.49,465.24
68.31,443.34
64.44,442
63.21,449.03
43.79,484.67
62.91,455.22
44.9,455.48
66.48,435.62
69.13,434.34
49.3,440.13
63.94,449.47
70.4,432.64
37.5,474.81
71.98,428.91
59.54,439.36
52.75,457.92
43.02,470.14
60.77,444.02
42.99,472.04
64.27,446.62
41.54,458.74
74.34,436.3
42.28,460.27
35.76,473.31
69.23,437.08
50.88,460.03
41.2,473.22
68.31,441.56
74.99,433.07
45.01,461.96
51.43,447.91
41.62,454.88
39.66,480.74
54.3,460.57
58.05,446.93
40.69,474.99
65.61,447.42
39.9,489.8
71.37,438.36
77.17,430.32
38.73,467.89
63.94,441.78
66.25,437.37
68.51,427.66
70.72,439.94
67.25,435.52
40,475.54
50.59,462.2
41.46,479.22
41.79,475.42
40.81,484.55
43.96,466.31
41.01,466.05
70.94,429.41
43.34,463.24
62.96,447.48
70.94,430.06
69.59,432.58
42.02,472.63
51.95,449.54
67.32,437.26
68.61,454.5
41.01,468.27
44.78,470.17
44.03,474.61
36.18,480.63
56.57,442.74
71.06,432.08
39.33,490.57
43.43,446.4
42.04,466.24
40.05,472.68
63.21,445.26
66.49,435.79
61.02,442.22
60.23,441.08
60.84,440.85
57.17,444.08
50.88,464.37
66.51,435.47
70.36,436.5
47.83,463.22
40.77,471.26
44.85,463.71
69.45,445.82
43.21,434.11
43.02,466.33
68.61,447.89
58.49,453.02
72.99,433.01
41.17,488.82
65.06,441.4
44.68,462.77
71.32,435.13
57.32,443.87
73.56,436.5
69.89,436.33
66.75,432.45
47.93,441.28
59.14,438.46
40.55,467.7
45.01,454.4
59.87,444.71
62.44,442.47
66.51,439.61
60.1,453.36
71.77,433.42
57.32,441.6
49.69,453.09
41.06,476.67
43.99,460.81
39.72,474.72
68.31,440.78
40.64,485.28
50.05,442.24
73.03,439.8
39.42,489.3
36.71,472.42
57.55,435.33
42.02,471.07
39.39,471.23
49.3,442.11
41.4,475.8
59.87,443.7
38.56,475.43
37.5,471.38
64.84,443.15
41.54,477.5
69.75,439.18
45.87,464.88
65.59,439.03
58.33,446.01
45.09,467.44
40.69,481.59
49.82,452.2
71.85,428.49
69.94,441.15
66.86,438.26
68.63,448.01
63.31,437.64
40.11,473.57
62.26,435.76
74.9,436.42
73.5,432.25
40.69,473.49
52.9,458.34
73.06,433.25
68.08,445.96
67.71,446.03
42.77,463.65
59.87,447.26
43.02,485.61
65.59,439.64
68.51,429.83
62.96,449.48
53.16,456.29
39.28,472.17
42.48,456.65
59.27,440.44
54.3,460.54
44.92,470.82
39.61,477.41
40.07,492.96
40.78,482.46
47.83,461.46
49.3,442.76
65.34,449.88
41.79,452.84
44.84,467.45
71.14,457.1
52.72,473.41
58.59,452.41
40.8,482.85
42.74,470.9
65.94,442.69
58.05,444.57
66.48,434.5
67.83,429.05
52.75,458.84
64.96,425.82
65.59,449.84
58.86,453.2
60.32,445.01
40.81,481.02
40.05,467.24
71.32,431.96
75.6,438.92
64.44,438.08
41.31,486.46
40.1,470.76
45.64,460.58
42.48,453.12
69.13,428.74
63.56,442.28
72.51,439.8
40.71,473.41
66.49,434.67
63.73,444.41
52.72,467.23
50.59,469.33
44.84,468.06
66.49,440.79
52.84,439.86
37.73,473.54
49.3,439.82
59.21,438.57
40.46,475.42
56.89,440.79
58.2,460.54
43.79,460.2
43.13,479.14
56.03,461.96
51.3,450.25
49.5,454.01
67.07,442.45
50.12,447.63
44.57,445.79
44.34,470.98
41.7,452.58
73.17,434.43
40.35,472.57
61.47,437.01
59.74,440.13
62.91,442.91
50.78,445.09
38.53,466.92
69.34,436.82
63.07,443.04
65.48,448.65
58.59,442.93
71.97,430.53
37.49,481.98
58.82,442.64
39.16,479.83
58.49,446.9
41.14,461.44
41.96,463.72
41.1,460.76
56.89,450.07
56.89,456.33
38.73,471.3
39.22,474.87
68.94,434.11
45.01,456.91
71.73,436.7
63.87,444.06
40.56,472.15
44.03,473.61
53.3,430.27
39.08,454.18
57.76,451.79
69.68,444.83
39.04,483.3
43.52,457.45
44.57,450.48
70.79,436.74
68.67,434.65
67.79,444.68
66.48,435.34
73.21,431.19
49.78,450.44
40.69,476.71
39.81,484.13
50.59,457.17
69.23,438.72
71.64,438.16
66.25,441.07
41.16,472.45
70.04,435.78
37.9,465.61
39.22,472.76
78.92,434.55
59.15,443.76
59.43,435.51
40.56,481.7
58.59,451.47
71.58,435.2
67.32,436.64
49.39,451.84
65.38,449.82
56.89,453.83
69.05,442.82
40.22,477.52
42.44,462.44
42.32,473.59
47.01,456.3
40.35,484.57
59.39,441.31
40.55,461.21
66.51,433.08
42.99,468.43
37.5,473.75
42.85,480.54
64.44,437.61
42.04,466.4
51.19,448.1
40.81,473.08
64.63,452.49
45.01,464.06
69.98,430.65
63.77,445.26
77.17,430.33
56.9,449.64
75.08,437.26
49.3,439.83
40.02,478.01
49.3,437.09
59.57,439.32
37.85,469.94
67.48,439.39
69.04,442.07
45.87,457.8
61.47,435.78
65.74,439.01
49.16,442.49
63.73,441.75
39.59,461.94
49.25,454.66
62.52,449.98
70.98,438.83
59.54,440.63
44.88,465.72
59.44,446.43
50.78,445.17
61.41,448.83
65.34,444.55
40.66,464.7
35.47,488.64
67.32,436.17
43.21,434.09
68.3,434.15
50.16,445.33
39.85,477.71
65.48,451.94
67.45,428.35
60.27,444.19
70.32,435.95
70.04,436.28
42.77,465.89
64.15,447.95
73.67,431.07
48.78,446.18
50.66,458.72
40.22,479.56
70.32,430.22
66.49,434.35
57.85,444.93
46.63,456.36
71.77,427.77
58.46,449.63
62.96,449.4
37.2,467.44
60.77,439.13
61.86,441.24
44.58,473.22
50.59,453.67
65.61,443.88
43.67,478.27
73.42,432.79
39.96,477.05
67.25,444.5
57.19,440.8
69.98,431.44
42.49,483.56
58.62,449.4
44.58,464.44
40.73,465.96
44.68,478.82
59.07,441.94
43.5,476.91
71.25,433.85
60.1,454.25
40,479.32
66.05,454.06
69.89,433.5
40.71,475.87
52.3,447.77
44.2,465.73
40.73,462.98
38.56,475.42
62.39,438.66
48.06,462.39
56.9,437.16
60.1,451.88
60.95,457.03
48.41,444.69
51.86,451.04
57.85,447.36
62.1,450.57
73.5,435.22
72.24,436.69
35.19,487.43
58.2,453.66
69.48,439.49
73.56,430.14
48.92,461.14
68.24,428.67
55.68,435.04
64.79,454.59
65.48,439.72
44.6,471.3
58.86,453.76
59.44,448.15
59.92,439.82
43.7,465.06
68.3,432.62
37.14,478.95
50.9,454.09
39.22,474.07
39.61,483.83
56.89,440.51
39.16,460.29
40.89,464.12
39.61,475.64
68.12,432.94
40.1,473.63
69.98,430.45
63.47,442.75
44.6,470.02
34.03,471.55
69.23,433.92
69.23,440.56
62.52,451.87
75.23,437.93
42.03,482.26
48.98,460.38
65.34,443.11
69.14,436.37
70.02,442.51
39.4,484.09
64.69,437.62
67.9,428.12
40.75,477.22
41.46,479.66
38.91,485.89
38.18,476.83
39.69,473.55
58.96,454.26
45.09,453.96
69.04,439.19
53.82,463.52
49.16,442.39
73.67,435.56
53.82,461.62
41.93,475.15
44.34,468.8
40.71,481.3
40.27,473.89
54.9,455.86
42.23,462.57
41.14,480.39
39.81,483
69.05,440.24
36.99,464.18
60.84,436.32
70.94,439.13
44.63,469.64
66.17,443.89
44.84,465.09
48.06,454.04
77.54,433.75
64.44,437.95
50.23,455.41
39.54,464.49
49.83,466.38
67.25,433.13
71.25,437.22
58.82,442.76
61.27,454.47
61.41,449.75
74.22,440.46
41.17,470.19
74.33,433.16
39.42,490.55
66.54,434.41
36.3,478.7
39.64,474.79
36.25,478.45
38.78,463.47
43.52,460.51
60.95,449.43
52.84,450.23
58.96,452.89
71.98,431
40.83,469.75
48.04,465.08
56.89,442.42
41.16,475.66
59.21,445.29
59.39,438.54
39.04,482.55
68.67,435.57
58.33,449.26
66.49,437.24
41.01,471.15
68.24,427.94
70.47,434.47
55.5,459.43
60.23,445.88
44.34,475.06
50.32,442.71
42.44,480.49
66.49,438.01
67.71,444.9
73.67,430.89
49.83,467.54
62.96,456.18
60.96,439.77
41.46,479.24
39.35,474.02
66.75,434.6
61.5,439.49
48.6,439.99
58.12,449.91
40.43,492.88
58.96,456.54
70.47,433.1
43.43,454.02
39,464.93
74.78,440.84
44.57,449.76
39.18,483.26
75.23,441.65
52.72,465.26
69.51,433.14
66.48,436.26
68.61,447.91
60.77,444.87
43.13,486.36
43.71,465.49
59.92,436.7
41.39,471.45
43.5,429.96
40.55,461.31
71.94,435.29
70.72,438.72
59.87,444.23
68.94,441.78
60.07,438.54
43.69,477.74
42.86,471.38
67.32,439.61
73.5,437
35.85,464.6
70.02,444.53
70.02,445.8
41.1,467.21
46.21,455.35
65.34,449.23
71.37,433.45
61.25,435.48
40.35,470.8
68.3,436.17
73.17,432.24
40,474.5
41.46,481.94
74.22,431.58
44.77,484.94
74.33,427.36
40.66,466.55
44.05,444.56
44.63,467.41
44.89,459.69
77.95,431.58
48.14,449.65
36.66,479.06
39.37,478.19
61.87,442.16
41.2,475.35
71.8,436.71
35.19,484.42
41.67,471.42
60.84,445.93
40.92,465.68
38.91,485.12
65.34,446.92
41.35,466.73
38.58,462.7
36.18,475.08
50.23,454.64
41.14,463.79
74.22,432.51
69.68,438.51
58.12,449.13
38.91,488.85
62.1,451.81
39.72,467.77
40.43,490.02
49.3,440.65
70.02,437.63
71.29,442.27
58.59,443.19
44.58,468.01
64.05,442.37
41.46,479.48
69.48,432.56
74.33,427.87
42.8,459.84
40.89,472.36
68.67,435.66
73.88,439.96
69.94,438.76
41.58,465.47
40.55,476.72
46.48,455.64
46.21,449.33
69.59,437.81
40.71,471.43
40.72,482.79
65.06,448.26
68.14,438.79
40.62,485.18
58.2,458.68
39.31,461.97
44,466.24
42.48,466.7
73.56,434.03
65.59,443.66
49.64,461.16
41.38,474.4
35.77,479.86
58.79,442.34
45,467.08
41.14,479.06
63.56,444.1
40.62,473.16
39.13,474.61
37.8,483.94
73.9,441.31
39.82,477.14
58.82,446.44
67.07,443.39
66.44,430.61
42.34,465.36
61.85,436.46
60.37,440.75
39.82,482.47
63.31,438.6
51.43,442.53
69.59,433.4
41.38,487.71
45.09,462.69
39.61,477.18
59.8,453.83
47.43,453.5
75.08,436.67
56.53,454.89
40,468.09
40.72,483.14
35.71,467.39
42.03,466.2
35.77,480.06
43.77,457
49.69,454.25
37.8,478.68
37.2,470.97
37.36,481.08
71.85,425.21
73.18,427.01
46.21,450.86
42.42,469.63
43.77,444.01
74.9,435.56
41.79,471.58
70.04,426.35
58.86,456.49
74.22,430.3
41.92,473.37
47.93,445.2
42.85,479.16
77.24,430.51
40.89,468.8
69.45,437.18
41.46,480.83
50.78,446.7
69.48,432.18
76.86,430.3
41.43,470.41
39.39,471.39
40.43,489.66
74.99,440.25
52.3,444.5
66.54,429.01
74.67,429.21
41.74,476.21
67.83,426.85
39.18,471.32
64.69,437.02
71.77,429.7
25.88,464.25
39.99,464.69
70.17,432.46
74.78,442.68
66.25,439.55
37.86,463.58
40.92,467.05
43.72,457.9
71.73,429.97
70.8,433.19
53.16,456.49
37.7,481.56
64.63,449.27
53.16,456.55
43.8,473.2
52.08,450.85
39.54,462.52
40.64,470.06
39.72,476.8
54.5,451.81
41.48,451.93
45.01,457.85
69.34,440.43
44.58,466.2
63.77,438.09
44.89,451.09
67.07,444.75
73.03,437.65
58.66,454.21
40.75,476.28
64.79,440.96
50.05,436.75
67.71,449.28
40.6,474.35
68.94,431.92
38.47,466.54
59.21,437.49
40.23,475.47
44.34,468.8
39.96,471.96
78.92,434.64
62.08,447.06
43.22,468.52
46.93,449.58
61.27,451.95
41.04,456.97
44.2,458.59
69.59,434.1
63.87,452.21
59.8,454.26
40.72,486.14
50.59,463.64
54.3,467.05
41.55,481.24
41.93,467.69
67.83,425.28
39.04,482.39
71.14,429.21
60.95,456.06
41.23,467.84
56.03,437.14
43.79,464.14
68.08,433.05
50.23,458.59
48.7,444.9
71.77,435.46
77.95,431.97
56.65,459.14
47.24,457.94
41.58,469.03
71.25,438.85
39.96,475.79
69.48,432.69
40.77,479.82
43.56,462.8
38.58,462.54
41.35,467.71
39.9,490.79
58.59,449.41
42.85,481.47
73.21,433.43
41.74,486.91
73.03,438.49
37.49,484.85
40.27,492.85
73.42,439.66
48.92,449.27
37.8,479.2
38.44,492.93
73.77,431.7
41.39,472.57
69.48,439.53
49.21,446.54
49.15,458.75
44.45,462.6
71.22,438.77
75.6,440.05
40.81,487.36
61.45,443.82
41.92,465.82
41.06,481.47
40.66,457.12
68.51,430.22
70.02,437.96
74.16,431.17
41.38,473.94
66.86,453.31
73.03,437.42
40.69,484.97
57.76,452.65
67.69,428.71
58.82,442.98
41.4,464.23
61.86,439.65
67.83,429.31
43.79,462.28
54.2,444.26
59.74,452
71.14,469.64
65.27,440.75
71.64,432.93
45.08,469.55
43.43,453.47
45,472.55
57.76,451.39
60.08,454.47
63.09,449.51
41.74,479.32
45.01,453.24
44.78,459.31
49.78,452.02
68.51,428.89
68.14,429.64
73.68,425.17
66.05,440.67
72.58,425.14
42.18,475.57
62.26,437.41
53.82,458.29
43.14,462.8
69.88,432.47
66.51,458.07
41.74,479.01
68.28,443.24
47.45,448.59
41.74,480.62
44.92,468.85
39.16,464.37
76.09,430.36
40.1,474.59
44.9,466.95
72.86,441.12
35.76,472.45
41.17,473.84
73.06,431.77
44.47,468.79
79.74,433.45
37.49,477.13
59.27,439.69
52.9,456.64
40.64,474.58
39.52,467.14
39.58,466.78
73.4,439.65
40.64,483.01
58.41,444.74
47.03,459.15
39.52,468.51
41.79,458.68
73.67,428.92
54.3,460.59
41.96,463.99
56.65,457.46
43.99,461.88
40,476.03
44.57,446.49
39.72,475.04
69.13,432.36
61.27,450.88
66.25,438.51
43.71,465.24
52.08,449.55
43.14,459.02
41.17,468.76
40.64,477.78
66.49,439.72
39.61,483.94
57.32,440.1
46.93,451.92
63.31,441.5
40.8,488.54
39.58,473.09
40.07,491.4
71.32,434.62
48.41,440.92
41.92,483.52
67.45,440.17
41.49,468.78
73.17,432.83
58.66,457.89
43.41,463.86
77.95,438.55
69.71,446.17
43.48,459.47
66.54,425.91
57.85,445.36
39.16,478.45
65.61,449.04
58.59,449.65
39.82,470.69
70.17,434.85
43.99,468.09
40.71,467.62
42.77,462.67
41.39,470.21
69.51,442.82
42.86,475.09
42.28,463.29
41.16,471
39.35,479.83
59.07,442.83
58.79,448.8
62.1,452.03
35.79,484.64
73.67,437.19
41.49,470.07
40.46,470.33
48.78,451.58
73.5,438.21
75.33,433.42
67.25,432.1
68.24,432.05
64.69,437.85
41.79,452.95
53.16,458.93
71.43,439.34
40.81,483.8
46.18,462.88
40.27,473.88
75.33,433.29
50.16,451.2
44.34,469.27
44.63,456.37
70.94,441.57
70.04,438.4
45,468.22
50.16,435.49
65.12,447.85
51.86,448.04
41.76,463.27
49.39,454.53
52.08,451.3
44.68,477.56
51.43,441.01
42.07,485.67
40.22,476.49
56.03,457.66
41.66,463.38
68.67,435.29
44.92,457.53
68.24,429.47
49.16,445.18
66.54,427.76
64.27,441.68
48.14,447.37
41.79,455.87
67.71,449.24
36.71,468.36
60.95,442.9
44.63,453.55
63.47,444.48
62.39,445.85
66.54,432.17
67.17,432.6
47.83,454.59
50.88,459.37
58.95,443.61
43.14,463.14
69.4,438.18
38.5,482.39
39.96,475.96
43.65,479.78
41.7,461.38
43.13,482.16
71.85,441.47
40.92,467.31
74.87,435.05
73.56,435.23
41.76,464
62.91,449.17
69.04,434.79
61.86,444.27
63.91,448.15
69.34,435.51
41.85,465.05
39.59,465.23
71.25,433.47
